CENSO;Regional;Munic¡pio;Nome;email
33047324;METROPOLITANA VII;BELFORD ROXO;CE SAO BERNARDO;cesaobernardo@educacao.rj.gov.br
33047332;METROPOLITANA VII;BELFORD ROXO;CE SANTA TEREZA;cesantatereza@educacao.rj.gov.br
33047340;METROPOLITANA VII;BELFORD ROXO;EE VITAL BRASIL;eevitalbrasil@educacao.rj.gov.br
33047910;METROPOLITANA VII;BELFORD ROXO;CE BRANDAO MONTEIRO;cebrandaomonteiro@educacao.rj.gov.br
33047928;METROPOLITANA VII;BELFORD ROXO;CE VARZEA DA ALEGRIA;cevarzeadaalegria@educacao.rj.gov.br
33047936;METROPOLITANA VII;BELFORD ROXO;CE JARDIM IPE;cejardimipe@educacao.rj.gov.br
33047944;METROPOLITANA VII;BELFORD ROXO;CE PARQUE AMORIM;ceparqueamorim@educacao.rj.gov.br
33047960;METROPOLITANA VII;BELFORD ROXO;CIEP 380 JORACI CAMARGO;ciep380@educacao.rj.gov.br
33047979;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 398 MARIO LIMA;ciep398@educacao.rj.gov.br
33054576;METROPOLITANA VII;NILOPOLIS;CE ANTONIO FIGUEIRA DE ALMEIDA;ceantoniofigueiradealmeida@educacao.rj.gov.br
33054584;METROPOLITANA VII;NILOPOLIS;CE AYDANO DE ALMEIDA;ceaydanodealmeida@educacao.rj.gov.br
33054592;METROPOLITANA VII;NILOPOLIS;CE JOAO CARDOSO;cejoaocardoso@educacao.rj.gov.br
33054606;METROPOLITANA VII;NILOPOLIS;CE PROFESSOR MARIO CAMPOS;ceprofessormariocampos@educacao.rj.gov.br
33054681;METROPOLITANA VII;NILOPOLIS;CE BERTHA D ALESSANDRO;ceberthaalessandro@educacao.rj.gov.br
33054711;METROPOLITANA VII;NILOPOLIS;CE PROFESSOR UBIRATAN REIS BARBOSA;ceprofubiratanreisbarbosa@educacao.rj.gov.br
33054843;METROPOLITANA VII;NILOPOLIS;IE CARLOS PASQUALE;iecarlospasquale@educacao.rj.gov.br
33054983;METROPOLITANA VII;NILOPOLIS;CE NUTA BARTLETT JAMES;cenuthabartletjames@educacao.rj.gov.br
33055025;METROPOLITANA VII;NILOPOLIS;CE JOAQUIM DE ALMEIDA FLORES;cejoaquimdealmeidaflores@educacao.rj.gov.br
33055033;METROPOLITANA VII;NILOPOLIS;CE MARECHAL ZENOBIO DA COSTA;cemarechalzenobiodacosta@educacao.rj.gov.br
33061084;METROPOLITANA VII;MESQUITA;CIEP 364 NELSON RAMOS;ciep364@educacao.rj.gov.br
33061106;METROPOLITANA VII;MESQUITA;CIEP 111 GELSON FREITAS;ciep111@educacao.rj.gov.br
33061122;METROPOLITANA VII;MESQUITA;CIEP 100 SAO FRANCISCO DE ASSIS;ciep100@educacao.rj.gov.br
33061149;METROPOLITANA VII;MESQUITA;CE BRASIL;cebrasil@educacao.rj.gov.br
33061165;METROPOLITANA VII;MESQUITA;CE DOM PEDRO I;cedompedroi@educacao.rj.gov.br
33061173;METROPOLITANA VII;MESQUITA;CE PIERRE PLANCHER;cepierreplacher@educacao.rj.gov.br
33061181;METROPOLITANA VII;MESQUITA;CE PRESIDENTE CASTELO BRANCO;cepresidentecastelobranco@educacao.rj.gov.br
33061203;METROPOLITANA VII;MESQUITA;CE VILA BELA;cevilabela@educacao.rj.gov.br
33061246;METROPOLITANA VII;MESQUITA;CE ANA NERI;ceananeri@educacao.rj.gov.br
33092141;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 114 MARIA GAVAZIO MARTINS;ciep114@educacao.rj.gov.br
33092168;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 016 ABILIO HENRIQUE CORREIA;ciep016@educacao.rj.gov.br
33092176;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 135 AFONSO HENRIQUES DE LIMA BARRETO;ciep135@educacao.rj.gov.br
33092184;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 115 ANTONIO FRANCISCO LISBOA;ciep115@educacao.rj.gov.br
33092206;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 133 OSWALDO JOSE LOURENCO;ciep133@educacao.rj.gov.br
33092214;METROPOLITANA VII;SAO JOAO DE MERITI;CE ANTONIO GONCALVES;ceantoniogoncalves@educacao.rj.gov.br
33092222;METROPOLITANA VII;SAO JOAO DE MERITI;CE CAETANO BELLONI;cecaetanobelloni@educacao.rj.gov.br
33092230;METROPOLITANA VII;SAO JOAO DE MERITI;CE JARDIM MERITI;cejardimmeriti@educacao.rj.gov.br
33092249;METROPOLITANA VII;SAO JOAO DE MERITI;CE PROFESSORA FRANCISCA JEREMIAS DA SILVEIRA MENEZES;ceprofafjsmenezes@educacao.rj.gov.br
33092257;METROPOLITANA VII;SAO JOAO DE MERITI;CE PROFESSOR MURILO BRAGA;ceprofmurilobraga@educacao.rj.gov.br
33092265;METROPOLITANA VII;SAO JOAO DE MERITI;CE RUBENS FARRULLA;cerubensfarrulla@educacao.rj.gov.br
33092427;METROPOLITANA VII;SAO JOAO DE MERITI;CE REGINA CELIA DOS REIS OLIVEIRA;ceprofareginaceliadosreisoliveira@educacao.rj.gov.br
33092443;METROPOLITANA VII;SAO JOAO DE MERITI;CE DOUTOR ANIBAL VIRIATO DE AZEVEDO;cedoutoranibalviriatodeazevedo@educacao.rj.gov.br
33092451;METROPOLITANA VII;SAO JOAO DE MERITI;CE DOUTOR OSCAR PIMENTA SOARES;cedoutoroscarpimentasoares@educacao.rj.gov.br
33092460;METROPOLITANA VII;SAO JOAO DE MERITI;CE JOSE DO PATROCINIO;cejosedopatrocinio_sjm@educacao.rj.gov.br
33092478;METROPOLITANA VII;SAO JOAO DE MERITI;CE PEDRO ALVARES CABRAL;cepedroalvarescabral_sjm@educacao.rj.gov.br
33092508;METROPOLITANA VII;SAO JOAO DE MERITI;EE PROFESSORA ODYLA DO COUTO;eeprofodyladocouto@educacao.rj.gov.br
33092516;METROPOLITANA VII;SAO JOAO DE MERITI;CE PROFESSORA SANDRA MARIA SANTOS DE SOUSA;ceprofsmsdesousa@educacao.rj.gov.br
33092532;METROPOLITANA VII;SAO JOAO DE MERITI;CE VERA CRUZ;ceveracruz_sjm@educacao.rj.gov.br
33092796;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 179 PROFESSOR CLAUDIO GAMA;ciep179@educacao.rj.gov.br
33093016;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 029 JOSUE DE CASTRO;ciep029@educacao.rj.gov.br
33093024;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 030 MARINHEIRO JOAO CANDIDO;ciep030@educacao.rj.gov.br
33093040;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 189 VALDYLIO VILLAS BOAS;ciep189@educacao.rj.gov.br
33093091;METROPOLITANA VII;SAO JOAO DE MERITI;CE CASEMIRO MEIRELLES;cecasemiromeirelles@educacao.rj.gov.br
33093156;METROPOLITANA VII;SAO JOAO DE MERITI;CE AGOSTINHO PORTO;ceagostinhoporto@educacao.rj.gov.br
33093180;METROPOLITANA VII;SAO JOAO DE MERITI;CE DUQUE COSTA;ceduquecosta@educacao.rj.gov.br
33093199;METROPOLITANA VII;SAO JOAO DE MERITI;CE GOVERNADOR ROBERTO SILVEIRA;cegovrobertosilveira@educacao.rj.gov.br
33093202;METROPOLITANA VII;SAO JOAO DE MERITI;EE PRACA DA BANDEIRA;eepracadabandeira@educacao.rj.gov.br
33093210;METROPOLITANA VII;SAO JOAO DE MERITI;EE PROFESSOR ALFREDO MAURICIO BRUM;eeprofalfredomauriciobrum@educacao.rj.gov.br
33093229;METROPOLITANA VII;SAO JOAO DE MERITI;CE PROFESSOR LOURENCO FILHO;ceprofessorlourencofilho@educacao.rj.gov.br
33093423;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 139 MANUEL BANDEIRA;ciep139@educacao.rj.gov.br
33093458;METROPOLITANA VII;SAO JOAO DE MERITI;CE HILTON GAMA;cehiltongama@educacao.rj.gov.br
33093466;METROPOLITANA VII;SAO JOAO DE MERITI;CE PROFESSORA ALZIRA DOS SANTOS DA SILVA;ceprofalzirasilva@educacao.rj.gov.br
33093482;METROPOLITANA VII;SAO JOAO DE MERITI;EE SAO FRANCISCO DE ASSIS;eesaofranciscodeassis@educacao.rj.gov.br
33093504;METROPOLITANA VII;SAO JOAO DE MERITI;CE VISCONDE DE CAIRU;ceviscondedecairu@educacao.rj.gov.br
33094144;METROPOLITANA VII;BELFORD ROXO;CIEP 388 LASAR SEGALL;ciep388@educacao.rj.gov.br
33098131;METROPOLITANA VII;BELFORD ROXO;CIEP 337 BERTA LUTZ;ciep337@educacao.rj.gov.br
33099049;METROPOLITANA VII;NILOPOLIS;CIEP 230 MANOEL MALAQUIAS GURGEL DA SILVA;ciep230@educacao.rj.gov.br
33101078;METROPOLITANA VII;NILOPOLIS;CIEP 389 HAROLDO BARBOSA;ciep389@educacao.rj.gov.br
33104271;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 397 PAULO PONTES;ciep397@educacao.rj.gov.br
33104298;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 399 JEAN BAPTISTE DEBRET;ciep399@educacao.rj.gov.br
33104301;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 400 OSWALD DE ANDRADE;ciep400@educacao.rj.gov.br
33104328;METROPOLITANA VII;SAO JOAO DE MERITI;EE VILAR DOS TELES;eevilardosteles@educacao.rj.gov.br
33104344;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 169 MARIA AUGUSTA CORREIA;ciep169@educacao.rj.gov.br
33104352;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 170 GREGORIO BEZERRA;ciep170@educacao.rj.gov.br
33104379;METROPOLITANA VII;SAO JOAO DE MERITI;CIEP 175 JOSE LINS DO REGO;ciep175@educacao.rj.gov.br
33113319;METROPOLITANA VII;MESQUITA;CE POETA MARIO QUINTANA;cepoetamarioquintana@educacao.rj.gov.br
33000026;NOROESTE FLUMINENSE;BOM JESUS DO ITABAPOANA;CE GOVERNADOR ROBERTO SILVEIRA;cegrsilveira@educacao.rj.gov.br
33000042;NOROESTE FLUMINENSE;BOM JESUS DO ITABAPOANA;CE PADRE MELLO;cepadremello@educacao.rj.gov.br
33000115;NOROESTE FLUMINENSE;BOM JESUS DO ITABAPOANA;CE ALCINDA LOPES PEREIRA PINTO;cealpp@educacao.rj.gov.br
33000158;NOROESTE FLUMINENSE;BOM JESUS DO ITABAPOANA;CE EUCLIDES FELICIANO TARDIN;ceeuclidesfelicianotardin@educacao.rj.gov.br
33000360;NOROESTE FLUMINENSE;BOM JESUS DO ITABAPOANA;IE EBER TEIXEIRA DE FIGUEIREDO;ieeberteixeiradefigueiredo@educacao.rj.gov.br
33000662;NOROESTE FLUMINENSE;BOM JESUS DO ITABAPOANA;CE MARCILIO DIAS;eemarciliodias@educacao.rj.gov.br
33000670;NOROESTE FLUMINENSE;BOM JESUS DO ITABAPOANA;CE MARIA DA CONCEICAO PEREIRA PINTO;cemariadaconceicaopereirapinto@educacao.rj.gov.br
33001014;NOROESTE FLUMINENSE;ITALVA;CIEP 141 VEREADOR SAID TANUS JOSE;ciep141@educacao.rj.gov.br
33001022;NOROESTE FLUMINENSE;ITALVA;CE JOAO GUIMARAES;cejoaoguimaraes@educacao.rj.gov.br
33001057;NOROESTE FLUMINENSE;ITALVA;CE SEVERINO PEREIRA DA SILVA;ceseverinopereiradasilva@educacao.rj.gov.br
33001278;NOROESTE FLUMINENSE;ITAPERUNA;CIE DE AGROPECUARIA DE ITAPERUNA;cieagropecuariaitaperuna@educacao.rj.gov.br
33001286;NOROESTE FLUMINENSE;ITAPERUNA;CE DEZ DE MAIO;ce10demaio@educacao.rj.gov.br
33001294;NOROESTE FLUMINENSE;ITAPERUNA;CE BUARQUE DE NAZARETH;cebuarquedenazareth@educacao.rj.gov.br
33001316;NOROESTE FLUMINENSE;ITAPERUNA;CE LUIZ FERRAZ;celuizferraz@educacao.rj.gov.br
33001332;NOROESTE FLUMINENSE;ITAPERUNA;CE ROMUALDO MONTEIRO DE BARROS;ceromualdomonteirodebarros@educacao.rj.gov.br
33001359;NOROESTE FLUMINENSE;ITAPERUNA;CE ROTARY;cerotary_rj@educacao.rj.gov.br
33001456;NOROESTE FLUMINENSE;ITAPERUNA;CE CHEQUER JORGE;cechequerjorge@educacao.rj.gov.br
33001650;NOROESTE FLUMINENSE;ITAPERUNA;CE LIONS CLUBE DE ITAPERUNA;celionsclubedeitaperuna@educacao.rj.gov.br
33002126;NOROESTE FLUMINENSE;ITAPERUNA;CE SENADOR SA TINOCO;cesenadorsatinoco@educacao.rj.gov.br
33002258;NOROESTE FLUMINENSE;ITAPERUNA;CE NICOLAO BASTOS FILHO;cenicolaubfilho@educacao.rj.gov.br
33002312;NOROESTE FLUMINENSE;ITAPERUNA;CE DOUTOR JOSE BASTOS FRANCA;cedoutorjbfranca@educacao.rj.gov.br
33002614;NOROESTE FLUMINENSE;ITAPERUNA;CE ETELVINA ALVES DA SILVA;ceetelvinaalvesdasilva@educacao.rj.gov.br
33002827;NOROESTE FLUMINENSE;ITAPERUNA;CE JOSE GARCIA DE FREITAS;cejosegarcia@educacao.rj.gov.br
33003386;NOROESTE FLUMINENSE;NATIVIDADE;CIEP 468 OLGA THURLER MENDONCA DA FONSECA;ciep468@educacao.rj.gov.br
33003394;NOROESTE FLUMINENSE;NATIVIDADE;CE FLAVIO RIBEIRO DE REZENDE;ceflaviorrezende@educacao.rj.gov.br
33003424;NOROESTE FLUMINENSE;NATIVIDADE;CE FRANCISCO PORTELLA;cefportella@educacao.rj.gov.br
33003858;NOROESTE FLUMINENSE;PORCIUNCULA;CE JOSE DE LANNES DANTAS BRANDAO;cejoselannesdbrandao@educacao.rj.gov.br
33004129;NOROESTE FLUMINENSE;PORCIUNCULA;CE GERALDINO SILVA;cegeraldinosilva@educacao.rj.gov.br
33004226;NOROESTE FLUMINENSE;PORCIUNCULA;CE DEPUTADO CARLOS PINTO FILHO;cedeputadocarlospintofilho@educacao.rj.gov.br
33004447;NOROESTE FLUMINENSE;VARRE-SAI;CE DOUTOR MIGUEL COUTO FILHO;cedrmiguelcoutofilho@educacao.rj.gov.br
33004749;NOROESTE FLUMINENSE;APERIBE;CE LOURENCA GUIMARAES;celourencaguimaraes@educacao.rj.gov.br
33005664;NOROESTE FLUMINENSE;SAO JOSE DE UBA;CE MARIA LENY VIEIRA FERREIRA SILVA;cemarialenyvfsilva@educacao.rj.gov.br
33005990;NOROESTE FLUMINENSE;ITAOCARA;CE FREI TOMAS;cefreitomas@educacao.rj.gov.br
33006024;NOROESTE FLUMINENSE;ITAOCARA;EE CORONEL JOSE ANTONIO TEIXEIRA;eeceljoseantonioteixeira@educacao.rj.gov.br
33006296;NOROESTE FLUMINENSE;ITAOCARA;CE LAURINDO PITA;celaurindopita@educacao.rj.gov.br
33006458;NOROESTE FLUMINENSE;ITAOCARA;CE JOHENIR HENRIQUES VIEGAS;cejohenirhviegas@educacao.rj.gov.br
33006571;NOROESTE FLUMINENSE;ITAOCARA;CE JAIME QUEIROZ DE SOUZA;cejaimequeirozdesouza@educacao.rj.gov.br
33006660;NOROESTE FLUMINENSE;MIRACEMA;IE DE MIRACEMA;iemiracema@educacao.rj.gov.br
33006679;NOROESTE FLUMINENSE;MIRACEMA;CE DEODATO LINHARES;cedeodatolinhares@educacao.rj.gov.br
33006709;NOROESTE FLUMINENSE;MIRACEMA;CE DOUTOR FERREIRA DA LUZ;ceferreiradaluz@educacao.rj.gov.br
33006776;NOROESTE FLUMINENSE;MIRACEMA;CE PRUDENTE DE MORAES;cepmoraes@educacao.rj.gov.br
33007101;NOROESTE FLUMINENSE;MIRACEMA;CE MANOEL RODRIGUES DE BARROS;cemanoelrodriguesdebarros@educacao.rj.gov.br
33007306;NOROESTE FLUMINENSE;SANTO ANTONIO DE PADUA;CE RUI GUIMARAES DE ALMEIDA;ceruiguimaraesdealmeida@educacao.rj.gov.br
33007403;NOROESTE FLUMINENSE;SANTO ANTONIO DE PADUA;CE ALMIRANTE BARAO DE TEFFE;cealmirantebaraodeteffe@educacao.rj.gov.br
33007420;NOROESTE FLUMINENSE;SANTO ANTONIO DE PADUA;CE DOUTOR LEONEL HOMEM DA COSTA;cedrleonelhomemdacosta@educacao.rj.gov.br
33007900;NOROESTE FLUMINENSE;SANTO ANTONIO DE PADUA;CE TEMISTOCLES DE ALMEIDA;cetalmeida@educacao.rj.gov.br
33093555;NOROESTE FLUMINENSE;LAJE DO MURIAE;CIEP 343 PROFESSORA EMILIA DINIZ LIGIERO;ciep343@educacao.rj.gov.br
33093890;NOROESTE FLUMINENSE;ITAPERUNA;CIEP 263 LINA BO BARDI;ciep263@educacao.rj.gov.br
33094063;NOROESTE FLUMINENSE;MIRACEMA;CIEP 267 MARIA APARECIDA LIMA SOUTO TOSTES;ciep267@educacao.rj.gov.br
33095647;NOROESTE FLUMINENSE;APERIBE;CIEP 419 BENIGNO BAIRRAL;ciep419@educacao.rj.gov.br
33097216;NOROESTE FLUMINENSE;PORCIUNCULA;IE ELIANA DUARTE DA SILVA BREIJAO;ieelianaduartesilvabreijao@educacao.rj.gov.br
33097542;NOROESTE FLUMINENSE;SANTO ANTONIO DE PADUA;CIEP 469 ANAIDE PANARO CALDAS;ciep469@educacao.rj.gov.br
33099278;NOROESTE FLUMINENSE;ITAOCARA;CIEP 275 LENINE CORTES FALANTE;ciep275itaocara@educacao.rj.gov.br
33131163;NOROESTE FLUMINENSE;NATIVIDADE;CE CORONEL JOSE ROSA DA SILVA;ceceljoserosadasilva@educacao.rj.gov.br
33137196;NOROESTE FLUMINENSE;NATIVIDADE;CE JOAO RODRIGUES FRANCA;cejoaorodriguesfranca@educacao.rj.gov.br
33142319;NOROESTE FLUMINENSE;SANTO ANTONIO DE PADUA;CE JOAO MAURICIO BRUM;cejoaomauriociobrum@educacao.rj.gov.br
33518211;NOROESTE FLUMINENSE;SANTO ANTONIO DE PADUA;CE PEDRO BAPTISTA DE SOUZA;cepedrobatistadesouza@educacao.rj.gov.br
33518220;NOROESTE FLUMINENSE;BOM JESUS DO ITABAPOANA;CE LUIZ TITO DE ALMEIDA;celtalmeida@educacao.rj.gov.br
33004927;NORTE FLUMINENSE;CAMBUCI;CIEP 276 ERNESTO PAIVA;ciep276@educacao.rj.gov.br
33004943;NORTE FLUMINENSE;CAMBUCI;CE PROFESSOR MANOEL GONCALVES RAMOS JUNIOR;ceprofmanoelgoncalvesramosjr@educacao.rj.gov.br
33005362;NORTE FLUMINENSE;CAMBUCI;CE WALDEMIRO PITA;cewaldomiropitta@educacao.rj.gov.br
33005478;NORTE FLUMINENSE;CAMBUCI;CE OSCAR BATISTA;ceoscarbatista@educacao.rj.gov.br
33008272;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 056 DOUTOR CUSTODIO SIQUEIRA;ciep056@educacao.rj.gov.br
33008299;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CIEP 057 NILO PECANHA;ciep057@educacao.rj.gov.br
33008388;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE BENTA PEREIRA;cebentapereira@educacao.rj.gov.br
33008396;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE CORONEL JOAO BATISTA DE PAULA BARROSO;cecoroneljoaobatistadepaulabarroso@educacao.rj.gov.br
33008418;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR FELIX MIRANDA;cedrfelixmiranda@educacao.rj.gov.br
33008434;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR SYLVIO BASTOS TAVARES;cedrsylviobastostavares@educacao.rj.gov.br
33008442;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE JOAO PESSOA;cejoaopessoa@educacao.rj.gov.br
33008450;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE JOSE DO PATROCINIO;cejosedopatrocinio@educacao.rj.gov.br
33008485;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE NILO PECANHA;cenilopecanha@educacao.rj.gov.br
33008493;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE VISCONDE DO RIO BRANCO;ceviscondedoriobranco@educacao.rj.gov.br
33008663;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE QUINZE DE NOVEMBRO;cequinzedenovembro@educacao.rj.gov.br
33008728;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE CONSTANTINO FERNANDES;ceconstantinofernandes@educacao.rj.gov.br
33008736;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DESEMBARGADOR ALVARO FERREIRA PINTO;cedalvaroferreirapinto@educacao.rj.gov.br
33008752;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOM OTAVIANO DE ALBUQUERQUE;cedomotaviano@educacao.rj.gov.br
33008795;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR CESAR TINOCO;cedoutorcesartinoco@educacao.rj.gov.br
33008817;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR JOAO MURILO CARNEIRO DE OLIVEIRA;eedrjoaomcoliveira@educacao.rj.gov.br
33008841;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR MAXIMO DE AZEVEDO;cedoutormaximodeazevedo@educacao.rj.gov.br
33008850;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR PHILLIPPE UEBE;cedpuebe@educacao.rj.gov.br
33008868;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR THIERS CARDOSO;cedrthierscardoso@educacao.rj.gov.br
33008892;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE GENERAL DUTRA;cegeneraldutra@educacao.rj.gov.br
33008957;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;EE JOAQUIM ATAYDE;eejoaquimatayde@educacao.rj.gov.br
33008981;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE JOSE FRANCISCO DE SALLES;cejfsalles@educacao.rj.gov.br
33009007;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE JULIAO NOGUEIRA;cejuliaonogueira@educacao.rj.gov.br
33009023;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;EE MANOEL SIMOES DE REZENDE;eemanoelsrezende@educacao.rj.gov.br
33009120;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE ROTARY II;cerotary2@educacao.rj.gov.br
33010110;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;LICEU DE HUMANIDADES DE CAMPOS;liceuhumanidadescampos@educacao.rj.gov.br
33010170;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE NILO FERNANDES PEREIRA;cenilofernandespereira@educacao.rj.gov.br
33010269;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE PAULO ROBERTO DUARTE DE MENDONCA;ceprdm@educacao.rj.gov.br
33010315;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE NOTIVAL PEDRO MOLL;eenpmoll@educacao.rj.gov.br
33010528;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE THEOTONIO FERREIRA DE ARAUJO;cetheotoniofaraujo@educacao.rj.gov.br
33010650;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR BARROS BARRETO;cedrbarrosbarreto@educacao.rj.gov.br
33010889;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE DOUTOR JOSE PEREIRA PINTO;cedrjosepereirapinto@educacao.rj.gov.br
33011095;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE MANOEL PEREIRA GONCALVES;cemanoelpereiragoncalves@educacao.rj.gov.br
33011311;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE ESTEFANIA PEREIRA PINTO;ceestefaniapereirapinto@educacao.rj.gov.br
33011400;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE LEONCIO PEREIRA GOMES;celeonciopereiragomes@educacao.rj.gov.br
33011427;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE ATILANO CHRYSOSTOMO DE OLIVEIRA;ceatilanochrysostomodeoliveira@educacao.rj.gov.br
33011435;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE CORONEL FRANCISCO RIBEIRO DA MOTTA VASCONCELOS;cecelfranciscormvasconcellos@educacao.rj.gov.br
33011460;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE MARIA ISABEL RANGEL DE ARAUJO;eemariaisabelrangeldearaujo@educacao.rj.gov.br
33011621;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE ALMIRANTE BARROSO;cealmirantebarroso@educacao.rj.gov.br
33011842;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE NELSON PEREIRA REBEL;cenelsonprebel@educacao.rj.gov.br
33012040;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE ALCEBIADES SCHWARTZ;ceaschwartz@educacao.rj.gov.br
33012083;NORTE FLUMINENSE;CAMPOS DOS GOYTACAZES;CE PROFESSOR HERVAL DE SOUZA TAVARES;ceprofhstavares@educacao.rj.gov.br
33012121;NORTE FLUMINENSE;CARDOSO MOREIRA;CE BALTAZAR CARNEIRO;cebaltazarcarneiro@educacao.rj.gov.br
33012393;NORTE FLUMINENSE;SAO FIDELIS;CE DE SAO FIDELIS;cesaofidelis@educacao.rj.gov.br
33012407;NORTE FLUMINENSE;SAO FIDELIS;CE MONTESE;cemontese@educacao.rj.gov.br
33012458;NORTE FLUMINENSE;SAO FIDELIS;CE BARAO DE MACAUBAS;cebaraodemacaubas_rj@educacao.rj.gov.br
33013160;NORTE FLUMINENSE;SAO FIDELIS;CE ELVIDIO COSTA;ceecosta@educacao.rj.gov.br
33013322;NORTE FLUMINENSE;SAO FIDELIS;CE GERAQUE COLLET;cegeraquecollet@educacao.rj.gov.br
33013497;NORTE FLUMINENSE;SAO JOAO DA BARRA;CE ALBERTO TORRES;cealbertotorres@educacao.rj.gov.br
33013535;NORTE FLUMINENSE;SAO JOAO DA BARRA;CE ADMARDO ALVES TORRES;ceadmardoalvestorres@educacao.rj.gov.br
33013551;NORTE FLUMINENSE;SAO JOAO DA BARRA;CE DOUTOR NEWTON ALVES;eedoutornewtonalves@educacao.rj.gov.br
33013683;NORTE FLUMINENSE;SAO JOAO DA BARRA;CE RAIMUNDO DE MAGALHAES;ceraimundomagalhaes@educacao.rj.gov.br
33013691;NORTE FLUMINENSE;SAO JOAO DA BARRA;CE DOUTOR OLIMPIO SATURNINO DE BRITO;eedoutorosbrito@educacao.rj.gov.br
33013772;NORTE FLUMINENSE;SAO FRANCISCO DE ITABAPOANA;CE SAO FRANCISCO DE PAULA;cesaofranciscopaula@educacao.rj.gov.br
33013802;NORTE FLUMINENSE;SAO FRANCISCO DE ITABAPOANA;CE AGOSTINHO CHRYSANTO DE ARAUJO;ceaca@educacao.rj.gov.br
33013837;NORTE FLUMINENSE;SAO FRANCISCO DE ITABAPOANA;CE ERCILIA MUYLAERT DE MENEZES;ceerciliamuylaertmenezes@educacao.rj.gov.br
33013918;NORTE FLUMINENSE;SAO FRANCISCO DE ITABAPOANA;CE PEDRO CERQUEIRA;cepedrocerqueira@educacao.rj.gov.br
33014086;NORTE FLUMINENSE;SAO FRANCISCO DE ITABAPOANA;CE ANA NUNES VIANA;ceananunesviana@educacao.rj.gov.br
33014116;NORTE FLUMINENSE;SAO FRANCISCO DE ITABAPOANA;CE DOMIRES MACHADO;cedomiresmachado@educacao.rj.gov.br
